pair_index,sample_id,question_key,risk_type,gold_label,rejected_score,reason_hash,r7a_match_found,r7e_same_sample,r7e_messages_match_r7d,r7e_rejected_match_r7d,r7e_chosen_score_only,r7d_chosen_has_reason,r7a_messages_match_r7d,r7a_rejected_match_r7d
355,a5b40ba0a800e6ec0da88e7d0591d092caa41ae1,fdcc493923c6536e26519ec07f9693ca405da624,low_to_high_real_model_error,2,4,bedd37701d417a5f7fba5f4e3983e5624b026eed,True,True,True,True,True,True,True,True
356,a5b40ba0a800e6ec0da88e7d0591d092caa41ae1,fdcc493923c6536e26519ec07f9693ca405da624,low_to_high_real_model_error,2,5,bedd37701d417a5f7fba5f4e3983e5624b026eed,True,True,True,True,True,True,True,True
357,a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_high_real_model_error,2,4,6a481fa9db7229673ef640e6e76a19cb2370a7ec,True,True,True,True,True,True,True,True
358,a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_high_real_model_error,2,5,6a481fa9db7229673ef640e6e76a19cb2370a7ec,True,True,True,True,True,True,True,True
359,a78d41fd92d092509e201d4cb468bba833ecdf3a,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_high_real_model_error,1,5,93c4f0314441666fafaa78d552fe2cc43c27bbd4,True,True,True,True,True,True,True,True
360,b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,low_to_high_real_model_error,1,4,5c80c0bfbce57dbc5247fdda5d0acb109f63fa6e,True,True,True,True,True,True,True,True
361,b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,low_to_high_real_model_error,1,5,5c80c0bfbce57dbc5247fdda5d0acb109f63fa6e,True,True,True,True,True,True,True,True
362,b51fe8038ded98685f2c18b27990ce26056dfc17,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_high_real_model_error,2,4,e8e761def6ff7949dde1cd22a61b2b7954977b7c,True,True,True,True,True,True,True,True
363,b51fe8038ded98685f2c18b27990ce26056dfc17,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_high_real_model_error,2,5,e8e761def6ff7949dde1cd22a61b2b7954977b7c,True,True,True,True,True,True,True,True
364,b5f54f2d11493dd41a74e9e2274d26451a958dcc,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,1,4,169a325697ded935362daf9dc6fa84f5ad108fe9,True,True,True,True,True,True,True,True
365,b5f54f2d11493dd41a74e9e2274d26451a958dcc,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,1,5,169a325697ded935362daf9dc6fa84f5ad108fe9,True,True,True,True,True,True,True,True
366,b62bc6a3bc8db6a39e2d347c263aa392be416138,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,low_to_high_real_model_error,1,4,a92df46ea48b3b2a01442434d24af96c4b92e80e,True,True,True,True,True,True,True,True
367,b62bc6a3bc8db6a39e2d347c263aa392be416138,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,low_to_high_real_model_error,1,5,a92df46ea48b3b2a01442434d24af96c4b92e80e,True,True,True,True,True,True,True,True
368,b98b50d95782304d48d08ccbe6eda435ec3f66c7,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_high_real_model_error,2,4,debd86162fb2656384dc80e4c862e5e6b0c6ce4f,True,True,True,True,True,True,True,True
369,b98b50d95782304d48d08ccbe6eda435ec3f66c7,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_high_real_model_error,2,5,debd86162fb2656384dc80e4c862e5e6b0c6ce4f,True,True,True,True,True,True,True,True
370,ba114a1a8452ac012af5a1940b242d85f38538d3,578358b94591dcdb7b73304c5498c56a12d9c95d,low_to_high_real_model_error,2,4,5945fd18695ed5576f01b707391b4db1734c7287,True,True,True,True,True,True,True,True
371,ba114a1a8452ac012af5a1940b242d85f38538d3,578358b94591dcdb7b73304c5498c56a12d9c95d,low_to_high_real_model_error,2,5,5945fd18695ed5576f01b707391b4db1734c7287,True,True,True,True,True,True,True,True
372,bd384e01426757c4dd86e755a75d5ef86fe6e59f,5190426b37344a5dd70adf4894aacc1fb868cdff,low_to_high_real_model_error,1,5,b6c1f5e2d2eb6d2e55f911de2e64e3d453c0abdc,True,True,True,True,True,True,True,True
373,bdfb1901aed7bfddbd4bcd0898854e7ecfd4513c,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_high_real_model_error,2,5,181c09eb3eece1f7c0df22b98bfaa00e099b80dc,True,True,True,True,True,True,True,True
374,c0d4f41ccf2066449887e86887cb7b8903269b2a,80b4f169dced8f900b4d6467567222045b1c13a3,low_to_high_real_model_error,2,4,641e82211fbd129a86b87fd9ceff6d6a9ad424e3,True,True,True,True,True,True,True,True
375,c7c27202cecaf2f4efd7487760add595085e4712,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,low_to_high_real_model_error,1,4,b5de46fca924b3235dcb73cab301bd3afc2401bf,True,True,True,True,True,True,True,True
376,c7c27202cecaf2f4efd7487760add595085e4712,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,low_to_high_real_model_error,1,5,b5de46fca924b3235dcb73cab301bd3afc2401bf,True,True,True,True,True,True,True,True
377,cc218e690fef26eec817bb03c4ad9a759d05825e,93a5ca2decc82169ec51fce4735b568ddb829c8a,low_to_high_real_model_error,1,5,9a87133ef716805f8aee080d693bd3f5bcb7e145,True,True,True,True,True,True,True,True
378,ccdab1ce8e955bdbf2224a22c0f14a10db6718ab,ffed2f3bb93a32c1cf81521951774f896b3283f4,low_to_high_real_model_error,2,4,9a77fb4f6bac15927af3c9ee21d917a82f485e92,True,True,True,True,True,True,True,True
379,ccdab1ce8e955bdbf2224a22c0f14a10db6718ab,ffed2f3bb93a32c1cf81521951774f896b3283f4,low_to_high_real_model_error,2,5,9a77fb4f6bac15927af3c9ee21d917a82f485e92,True,True,True,True,True,True,True,True
380,d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,low_to_high_real_model_error,2,4,a1a88d9d29fb1ab96319226b74b1c23a98126fa8,True,True,True,True,True,True,True,True
381,d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,low_to_high_real_model_error,2,5,a1a88d9d29fb1ab96319226b74b1c23a98126fa8,True,True,True,True,True,True,True,True
382,d7038665e81daff68cadf97e16d4c3e3c3fe543d,50a125b94d56b250cab34175d4465b85ca2df963,low_to_high_real_model_error,1,5,fcb311406fb61968222f2e2556864b684162cb92,True,True,True,True,True,True,True,True
383,dcf321c484e4128628a7517762ccaf72fc0916d8,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_high_real_model_error,1,5,93c4f0314441666fafaa78d552fe2cc43c27bbd4,True,True,True,True,True,True,True,True
384,e2c88c65f2542bab93dbf50c022a42b356f788d2,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,1,4,e106d87ae0a762ec254840d281e3802cb6e2d4b9,True,True,True,True,True,True,True,True
385,e2c88c65f2542bab93dbf50c022a42b356f788d2,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,1,5,e106d87ae0a762ec254840d281e3802cb6e2d4b9,True,True,True,True,True,True,True,True
386,eca00ddc55d718efe2435adde78462ed09661b7c,93a5ca2decc82169ec51fce4735b568ddb829c8a,low_to_high_real_model_error,1,5,9a87133ef716805f8aee080d693bd3f5bcb7e145,True,True,True,True,True,True,True,True
387,ef7be96d3b20f985cb175937b67d094d4d204dcc,ffed2f3bb93a32c1cf81521951774f896b3283f4,low_to_high_real_model_error,2,4,7233d13a1036a21694f212ce7f405dc2d071d410,True,True,True,True,True,True,True,True
388,ef7be96d3b20f985cb175937b67d094d4d204dcc,ffed2f3bb93a32c1cf81521951774f896b3283f4,low_to_high_real_model_error,2,5,7233d13a1036a21694f212ce7f405dc2d071d410,True,True,True,True,True,True,True,True
389,f0c923e09065792432b0f588a7eb74ea86409797,33f24cdef61905293c51bb59ca561c1f2cef3965,low_to_high_real_model_error,2,4,b37fc85d214c77d712ca37ee7495316dfd6cca2a,True,True,True,True,True,True,True,True
390,f0c923e09065792432b0f588a7eb74ea86409797,33f24cdef61905293c51bb59ca561c1f2cef3965,low_to_high_real_model_error,2,5,b37fc85d214c77d712ca37ee7495316dfd6cca2a,True,True,True,True,True,True,True,True
391,f33e86ba6eaa5281c801dea1ed174135a7d4c0da,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,2,5,d9e0374d874de535cea573afca1941a1b8edfa7a,True,True,True,True,True,True,True,True
392,f51251a778d6f6601796be0ed017d6173d91d44b,7d31b9d0eef59066afff9ba848a799e2668bbed2,low_to_high_real_model_error,2,4,8007e0852c1c8af047fb570dd2efbd3ef0cdb67e,True,True,True,True,True,True,True,True
393,f51251a778d6f6601796be0ed017d6173d91d44b,7d31b9d0eef59066afff9ba848a799e2668bbed2,low_to_high_real_model_error,2,5,8007e0852c1c8af047fb570dd2efbd3ef0cdb67e,True,True,True,True,True,True,True,True
394,f54280d4caeef0bdadc941acfcd5f7fede5d6838,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,1,4,5cf1526729b34b79a8efeab895d6210c742a1fe1,True,True,True,True,True,True,True,True
395,f54280d4caeef0bdadc941acfcd5f7fede5d6838,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_high_real_model_error,1,5,5cf1526729b34b79a8efeab895d6210c742a1fe1,True,True,True,True,True,True,True,True
396,f941bd555946d5f670146c0ddba2b00c76cfee04,93a5ca2decc82169ec51fce4735b568ddb829c8a,low_to_high_real_model_error,1,4,48a9fa6c9e24015fefbf5f9793ef13186ef7bf5a,True,True,True,True,True,True,True,True
397,f941bd555946d5f670146c0ddba2b00c76cfee04,93a5ca2decc82169ec51fce4735b568ddb829c8a,low_to_high_real_model_error,1,5,48a9fa6c9e24015fefbf5f9793ef13186ef7bf5a,True,True,True,True,True,True,True,True
398,fa439d530a93932f4cf8a09f743d80c44e18e0b8,aa48c48cd6bf14c4713397de0e37c7971495e79d,low_to_high_real_model_error,2,4,63a68942c58622b6926a24ec2664ec003d29abc6,True,True,True,True,True,True,True,True
399,fa439d530a93932f4cf8a09f743d80c44e18e0b8,aa48c48cd6bf14c4713397de0e37c7971495e79d,low_to_high_real_model_error,2,5,63a68942c58622b6926a24ec2664ec003d29abc6,True,True,True,True,True,True,True,True
400,0c74a66a6f9ecee5580723b73f7741a8f05e1352,80b4f169dced8f900b4d6467567222045b1c13a3,low_to_mid_real_model_error,1,3,ad672bede4be6d27087cf5711638d88a052e0e62,True,True,True,True,True,True,True,True
401,13af8e6896f2be6cf223e45bf4f1652fe39fe7d3,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_mid_real_model_error,2,3,bc9b5f24b61d52bd8658b86a66949d23bec8be7c,True,True,True,True,True,True,True,True
402,18551ba0c6e7b3ad2bd30333ae0aad09b79b9c98,80b4f169dced8f900b4d6467567222045b1c13a3,low_to_mid_real_model_error,2,3,09282a411e6a5c069c762deb22d4b3987e9f9e9c,True,True,True,True,True,True,True,True
403,1905d9dcdf2880df39d9d380624436abd892da5a,ffed2f3bb93a32c1cf81521951774f896b3283f4,low_to_mid_real_model_error,2,3,13af77013b6908db6e0c8aaf0ab50809ae254abb,True,True,True,True,True,True,True,True
404,1b5df375ab0c6d48d21dc9a88fd408b29454ff67,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_mid_real_model_error,2,3,8f9ef1da33ba89b2be467a871332364429b416c8,True,True,True,True,True,True,True,True
405,1bd5e1ce094da34aea6531591c2674bd221634b6,80b4f169dced8f900b4d6467567222045b1c13a3,low_to_mid_real_model_error,2,3,44ee39cead0178d55feec303fef27bfb832cf001,True,True,True,True,True,True,True,True
406,1d5f77fabc222d72e4fb87f25eb3e5c41e786cf4,85398269c1c07a9498c3eae4b08315e4db78a74e,low_to_mid_real_model_error,1,3,9e86df862d7b633a7726acb65b9f0c10de7f4ff2,True,True,True,True,True,True,True,True
407,34d1c2d12a4242a8a26ed4f998ae1f08b3210cdf,80b4f169dced8f900b4d6467567222045b1c13a3,low_to_mid_real_model_error,1,3,efc1f0ba41084de25dd84bd26a503b53816de23e,True,True,True,True,True,True,True,True
408,365e8b4c9ee703d23dee95e59be31577a15cacc8,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,low_to_mid_real_model_error,2,3,7222892216b0d238bf5bbd6737958930fe1118ab,True,True,True,True,True,True,True,True
409,3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,2315014220e7c1c5fbc4751aea0a196884f3ace8,low_to_mid_real_model_error,2,3,16d0c0caa508f4dedb8a8bd4cc9d69d7500e24e7,True,True,True,True,True,True,True,True
410,630a88341b60ad40afcd43bf6bf3967c515b8803,33f24cdef61905293c51bb59ca561c1f2cef3965,low_to_mid_real_model_error,2,3,0e18e56c1d791032e5d9a172e7fa914a2ba04007,True,True,True,True,True,True,True,True
411,63ab64773fb76fbe6cba302eed79041a8316bb7c,33f24cdef61905293c51bb59ca561c1f2cef3965,low_to_mid_real_model_error,2,3,ec7369126d9099839fa1eea0e2d233b0b59c4ce2,True,True,True,True,True,True,True,True
412,65890fb994cef054dc75e0e6dd4c1b3e2d91805d,2315014220e7c1c5fbc4751aea0a196884f3ace8,low_to_mid_real_model_error,2,3,2bd4b51ed9ddcb814634972d3dbe28d4a60c6e42,True,True,True,True,True,True,True,True
413,78a2f1f17b59206fae3cdedb6b11a9fef084b670,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_mid_real_model_error,2,3,d4e2ab9fd20d6d9c9030fc70c01f5039dd6a73d4,True,True,True,True,True,True,True,True
414,7b2343c0fac6f79059007d116f746842fe6a6637,5190426b37344a5dd70adf4894aacc1fb868cdff,low_to_mid_real_model_error,1,3,b6c1f5e2d2eb6d2e55f911de2e64e3d453c0abdc,True,True,True,True,True,True,True,True
415,89f8c6ed8c1b947a44510dcc18b38a1d97571453,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_mid_real_model_error,2,3,0aad6f3bb0352f0ee57c10c6a72b3f685338b6c4,True,True,True,True,True,True,True,True
416,8b2201addbda2de262f29b819d9d4a430827f8c8,379759b00c0ded53ca5135bf363df1ca0f8ae778,low_to_mid_real_model_error,1,3,2eb54afb81fcdd1ddea75e50f830548483a7bf05,True,True,True,True,True,True,True,True
417,9b98fbe73d713149b38df9e497e2ad0a0a022c91,f6cf3e1b280ca78c17a557b97001a3fea411a738,low_to_mid_real_model_error,2,3,b3aff492ba64c553045777a848c1b2cae698762b,True,True,True,True,True,True,True,True
418,a5b40ba0a800e6ec0da88e7d0591d092caa41ae1,fdcc493923c6536e26519ec07f9693ca405da624,low_to_mid_real_model_error,2,3,bedd37701d417a5f7fba5f4e3983e5624b026eed,True,True,True,True,True,True,True,True
419,a78d41fd92d092509e201d4cb468bba833ecdf3a,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_mid_real_model_error,1,3,93c4f0314441666fafaa78d552fe2cc43c27bbd4,True,True,True,True,True,True,True,True
420,b5f54f2d11493dd41a74e9e2274d26451a958dcc,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_mid_real_model_error,1,3,169a325697ded935362daf9dc6fa84f5ad108fe9,True,True,True,True,True,True,True,True
421,b98b50d95782304d48d08ccbe6eda435ec3f66c7,b8341c9d33cad1b053ba0bafa03c407e4791c4da,low_to_mid_real_model_error,2,3,debd86162fb2656384dc80e4c862e5e6b0c6ce4f,True,True,True,True,True,True,True,True
422,ba114a1a8452ac012af5a1940b242d85f38538d3,578358b94591dcdb7b73304c5498c56a12d9c95d,low_to_mid_real_model_error,2,3,5945fd18695ed5576f01b707391b4db1734c7287,True,True,True,True,True,True,True,True
423,bdfb1901aed7bfddbd4bcd0898854e7ecfd4513c,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_mid_real_model_error,2,3,181c09eb3eece1f7c0df22b98bfaa00e099b80dc,True,True,True,True,True,True,True,True
424,c0d4f41ccf2066449887e86887cb7b8903269b2a,80b4f169dced8f900b4d6467567222045b1c13a3,low_to_mid_real_model_error,2,3,641e82211fbd129a86b87fd9ceff6d6a9ad424e3,True,True,True,True,True,True,True,True
425,dcf321c484e4128628a7517762ccaf72fc0916d8,3b26f4f8f9f7314ee644e63efa2173afbb702c33,low_to_mid_real_model_error,1,3,93c4f0314441666fafaa78d552fe2cc43c27bbd4,True,True,True,True,True,True,True,True
426,e2c88c65f2542bab93dbf50c022a42b356f788d2,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_mid_real_model_error,1,3,e106d87ae0a762ec254840d281e3802cb6e2d4b9,True,True,True,True,True,True,True,True
427,f51251a778d6f6601796be0ed017d6173d91d44b,7d31b9d0eef59066afff9ba848a799e2668bbed2,low_to_mid_real_model_error,2,3,8007e0852c1c8af047fb570dd2efbd3ef0cdb67e,True,True,True,True,True,True,True,True
428,f54280d4caeef0bdadc941acfcd5f7fede5d6838,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,low_to_mid_real_model_error,1,3,5cf1526729b34b79a8efeab895d6210c742a1fe1,True,True,True,True,True,True,True,True
